task_id,dept,severity,duration_mins,asset_age_years,coa_section,line,start_km,end_km,date_reported,due_date,available_from_week,is_emergency,power_block_required,defect_type,rly,div,direction,block_demand_date,is_block_integrated,integrated_department,enforcement_condition,use_corridor,reason_code,traffic_density,days_until_due,is_overdue,days_overdue,urgency_score,criticality_score,scoring_method,priority_reason
TDM-1026,TDMS,ROUTINE,120,15,STN_B-STN_C,DN_MAIN,158.1,158.1,2026-08-22,2026-09-12,1,False,False,Dropper Wire Snapped,NR,DLI,DOWN,2026-09-12,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-16,True,16,2.0,67.6,XGBoost,16d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-455,SMMS,ROUTINE,60,15,STN_A-STN_B,UP_MAIN,142.1,142.1,2026-08-23,2026-09-13,1,False,False,Signal,NR,DLI,UP,2026-09-13,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-15,True,15,2.0,67.6,XGBoost,15d overdue SLA + high-traffic corridor + reason code: periodic inspection
TMS-8000,TMS,ROUTINE,180,15,STN_A-STN_B,UP_MAIN,142.1,142.1,2026-08-21,2026-09-11,1,False,False,Rail Fracture,NR,DLI,UP,2026-09-11,True,TDMS,Fixed Time Slot,False,PERIODIC_INSPECTION,HIGH,-17,True,17,2.0,67.6,XGBoost,17d overdue SLA + high-traffic corridor + Fixed Time Slot demand + standalone possession (Use Corridor: No) + reason code: periodic inspection
TMS-8001,TMS,ROUTINE,120,15,STN_A-STN_B,DN_MAIN,142.15,142.15,2026-08-23,2026-09-13,1,False,False,Fishplate Loose,NR,DLI,DOWN,2026-09-13,False,,Fixed Time Slot,True,PERIODIC_INSPECTION,HIGH,-15,True,15,2.0,67.6,XGBoost,15d overdue SLA + high-traffic corridor + Fixed Time Slot demand + reason code: periodic inspection
SMM-471,SMMS,ROUTINE,60,15,STN_A-STN_B,UP_MAIN,142.12,142.12,2026-08-17,2026-09-07,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-07,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-21,True,21,2.0,67.4,XGBoost,21d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-451,SMMS,ROUTINE,30,15,STN_A-STN_B,UP_MAIN,142.12,142.12,2026-08-24,2026-09-14,1,False,False,Track Circuit,NR,DLI,UP,2026-09-14,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-14,True,14,2.0,67.4,XGBoost,14d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-454,SMMS,ROUTINE,45,25,STN_C-STN_D,UP_MAIN,169.05,169.05,2026-08-28,2026-09-18,1,False,False,Point Machine,NR,DLI,UP,2026-09-18,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-10,True,10,1.7142857142857144,66.9,XGBoost,10d overdue SLA + high-traffic corridor + aging asset (25y) + reason code: periodic inspection
TDM-1043,TDMS,ROUTINE,120,12,STN_C-STN_D,UP_MAIN,170.02,170.02,2026-08-09,2026-08-30,1,False,False,Dropper Wire Snapped,NR,DLI,UP,2026-09-01,True,SMMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-29,True,29,2.0,66.9,XGBoost,29d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-443,SMMS,ROUTINE,90,13,STN_C-STN_D,UP_MAIN,168.3,168.3,2026-08-07,2026-08-28,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-01,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-31,True,31,2.0,66.9,XGBoost,31d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1042,TDMS,ROUTINE,45,12,STN_B-STN_C,DN_MAIN,158.1,158.1,2026-08-12,2026-09-02,1,False,False,Bird Nest Removal,NR,DLI,DOWN,2026-09-02,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-26,True,26,2.0,66.2,XGBoost,26d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1031,TDMS,ROUTINE,45,11,STN_C-STN_D,UP_MAIN,170.02,170.02,2026-08-21,2026-09-11,1,False,False,Bird Nest Removal,NR,DLI,UP,2026-09-11,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-17,True,17,2.0,66.0,XGBoost,17d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1028,TDMS,ROUTINE,120,11,STN_A-STN_B,UP_MAIN,142.18,142.18,2026-08-18,2026-09-08,1,False,False,Bird Nest Removal,NR,DLI,UP,2026-09-08,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-20,True,20,2.0,65.8,XGBoost,20d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-459,SMMS,ROUTINE,60,14,STN_C-STN_D,UP_MAIN,169.05,169.05,2026-08-25,2026-09-15,1,False,False,Track Circuit,NR,DLI,UP,2026-09-15,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-13,True,13,1.9285714285714286,65.7,XGBoost,13d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1027,TDMS,ROUTINE,90,9,STN_C-STN_D,UP_MAIN,170.02,170.02,2026-08-13,2026-09-03,1,False,False,OHE Tension Low,NR,DLI,UP,2026-09-03,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-25,True,25,2.0,64.9,XGBoost,25d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-460,SMMS,ROUTINE,45,9,STN_A-STN_B,UP_MAIN,142.1,142.1,2026-08-11,2026-09-01,1,False,False,Signal,NR,DLI,UP,2026-09-01,False,,Fixed Time Slot,True,PERIODIC_INSPECTION,HIGH,-27,True,27,2.0,64.9,XGBoost,27d overdue SLA + high-traffic corridor + Fixed Time Slot demand + reason code: periodic inspection
TMS-8019,TMS,ROUTINE,90,10,STN_B-STN_C,DN_MAIN,155.925,156.225,2026-08-12,2026-09-02,1,False,False,Weld Failure,NR,DLI,DOWN,2026-09-02,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-26,True,26,2.0,64.8,XGBoost,26d overdue SLA + high-traffic corridor + reason code: periodic inspection
TMS-8024,TMS,ROUTINE,60,7,STN_B-STN_C,DN_MAIN,162.889,162.889,2026-08-12,2026-09-02,1,False,False,Weld Failure,NR,DLI,DOWN,2026-09-02,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-26,True,26,2.0,64.6,XGBoost,26d overdue SLA + high-traffic corridor + reason code: periodic inspection
TMS-8009,TMS,ROUTINE,120,8,STN_B-STN_C,UP_MAIN,153.357,153.657,2026-08-21,2026-09-11,1,False,False,Fishplate Loose,NR,DLI,UP,2026-09-11,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-17,True,17,2.0,64.6,XGBoost,17d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-474,SMMS,ROUTINE,90,9,STN_C-STN_D,UP_MAIN,169.05,169.05,2026-08-22,2026-09-12,1,False,False,Track Circuit,NR,DLI,UP,2026-09-12,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-16,True,16,2.0,64.6,XGBoost,16d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1035,TDMS,ROUTINE,90,5,STN_C-STN_D,UP_MAIN,170.02,170.02,2026-08-11,2026-09-01,1,False,False,Bird Nest Removal,NR,DLI,UP,2026-09-01,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-27,True,27,2.0,64.0,XGBoost,27d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1037,TDMS,ROUTINE,90,4,STN_A-STN_B,UP_MAIN,143.04,143.04,2026-08-14,2026-09-04,1,False,False,Bird Nest Removal,NR,DLI,UP,2026-09-04,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-24,True,24,2.0,63.1,XGBoost,24d overdue SLA + high-traffic corridor + reason code: periodic inspection
TMS-8008,TMS,ROUTINE,90,4,STN_A-STN_B,UP_MAIN,147.676,147.726,2026-08-14,2026-09-04,1,False,False,Ballast Fouling,NR,DLI,UP,2026-09-04,False,,Flexible,False,PERIODIC_INSPECTION,HIGH,-24,True,24,2.0,63.1,XGBoost,24d overdue SLA + high-traffic corridor + standalone possession (Use Corridor: No) + reason code: periodic inspection
TDM-1030,TDMS,ROUTINE,45,4,STN_B-STN_C,DN_MAIN,158.1,158.1,2026-08-15,2026-09-05,1,False,False,Bird Nest Removal,NR,DLI,DOWN,2026-09-05,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-23,True,23,2.0,63.1,XGBoost,23d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-458,SMMS,ROUTINE,30,3,STN_C-STN_D,UP_MAIN,168.3,168.3,2026-08-18,2026-09-08,1,False,False,Signal,NR,DLI,UP,2026-09-08,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-20,True,20,2.0,62.8,XGBoost,20d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1021,TDMS,ROUTINE,120,3,STN_A-STN_B,UP_MAIN,143.04,143.04,2026-08-14,2026-09-04,1,False,False,OHE Tension Low,NR,DLI,UP,2026-09-04,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-24,True,24,2.0,62.8,XGBoost,24d overdue SLA + high-traffic corridor + reason code: periodic inspection
TMS-8011,TMS,ROUTINE,120,2,STN_C-STN_D,DN_MAIN,167.252,167.252,2026-08-19,2026-09-09,1,False,False,Weld Failure,NR,DLI,DOWN,2026-09-09,True,SMMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-19,True,19,2.0,62.6,XGBoost,19d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1036,TDMS,ROUTINE,90,3,STN_A-STN_B,UP_MAIN,142.18,142.18,2026-08-24,2026-09-14,1,False,False,OHE Tension Low,NR,DLI,UP,2026-09-14,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-14,True,14,2.0,62.6,XGBoost,14d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-441,SMMS,ROUTINE,30,10,STN_A-STN_B,UP_MAIN,142.12,142.12,2026-08-27,2026-09-17,1,False,False,Signal,NR,DLI,UP,2026-09-17,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-11,True,11,1.7857142857142856,62.2,XGBoost,11d overdue SLA + high-traffic corridor + reason code: periodic inspection
TDM-1040,TDMS,ROUTINE,120,3,STN_A-STN_B,UP_MAIN,142.18,142.18,2026-08-25,2026-09-15,1,False,False,OHE Tension Low,NR,DLI,UP,2026-09-15,True,TMS,Flexible,True,PERIODIC_INSPECTION,HIGH,-13,True,13,1.9285714285714286,61.9,XGBoost,13d overdue SLA + high-traffic corridor + reason code: periodic inspection
SMM-456,SMMS,ROUTINE,90,10,STN_A-STN_B,UP_MAIN,142.12,142.12,2026-08-29,2026-09-19,1,False,False,Level Crossing Gate,NR,DLI,UP,2026-09-19,False,,Flexible,True,PERIODIC_INSPECTION,HIGH,-9,True,9,1.6428571428571428,60.1,XGBoost,9d overdue SLA + high-traffic corridor + reason code: periodic inspection
